title,year,gross_2013,budget_2013,roi,binary,clean_test,imdb,test,budget,domgross,intgross,code,domgross_2013,intgross_2013,period_code,decade_code
Darkness Falls,2003,82396132,8862609,9.297051466447408,FAIL,notalk,tt0282209,notalk,7000000,32539681,32539681,2003FAIL,41198066,41198066,3,2
Dreamcatcher,2003,138472609,86093913,1.6083902354397575,FAIL,nowomen,tt0285531,nowomen,68000000,33685268,75685268,2003FAIL,42648478,95824131,3,2
Final Destination 2,2003,173825292,32918261,5.2805126005896845,PASS,ok,tt0309593,ok,26000000,46896664,90396664,2003PASS,59375255,114450037,3,2
Finding Nemo,2003,1629447489,119012174,13.691435373661857,FAIL,notalk,tt0266543,notalk-disagree,94000000,380529370,906465556,2003FAIL,481783272,1147664217,3,2
Freaky Friday,2003,343166382,32918261,10.424802877648974,PASS,ok,tt0322330,ok,26000000,110222438,160822438,2003PASS,139551191,203615191,3,2
Girl with a Pearl Earring,2003,69528322,15193043,4.576326283023092,PASS,ok,tt0335119,ok,12000000,11634362,43281552,2003PASS,14730114,54798208,3,2
Goodbye Lenin!,2003,105652928,8102957,13.038811387003534,PASS,ok,tt0301357,ok-disagree,6400000,4063859,79384539,2003PASS,5145199,100507729,3,2
Holes,2003,176958249,25321739,6.988392424390757,FAIL,men,tt0311289,men-disagree,20000000,67383924,72383924,2003FAIL,85313907,91644342,3,2
Hollywood Homicide,2003,102952583,94956522,1.0842076018748876,FAIL,notalk,tt0329717,notalk,75000000,30207785,51107785,2003FAIL,38245683,64706900,3,2
House of Sand and Fog,2003,36923411,20890435,1.767479279392698,PASS,ok,tt0315983,ok,16500000,13005485,16157923,2003PASS,16466075,20457336,3,2
How to Lose a Guy in 10 Days,2003,358160165,63304348,5.657749843660028,FAIL,men,tt0251127,men-disagree,50000000,105807520,177079973,2003FAIL,133961521,224198644,3,2
Hulk,2003,477829407,173453913,2.754791741135295,FAIL,notalk,tt0286716,notalk,137000000,132177234,245229234,2003FAIL,167347872,310481535,3,2
Identity,2003,170054402,35450435,4.796962350391469,FAIL,notalk,tt0309698,notalk,28000000,52131264,82183683,2003FAIL,66002713,104051689,3,2
In the Cut,2003,35970924,15193043,2.367591798430374,PASS,ok,tt0199626,ok,12000000,4717455,23693646,2003PASS,5972708,29998216,3,2
Jeepers Creepers II,2003,90205660,31652174,2.8499040855771867,PASS,ok,tt0301470,ok,25000000,35623801,35623801,2003PASS,45102830,45102830,3,2
Kill Bill: Vol. 1,2003,316770241,69634783,4.549023165621124,PASS,ok,tt0266697,ok-disagree,55000000,70098138,180098138,2003PASS,88750338,228019903,3,2
Lara Croft Tomb Raider: The Cradle of Life,2003,281207429,113947826,2.4678612911842652,FAIL,nowomen,tt0325703,nowomen-disagree,90000000,65653758,156453758,2003FAIL,83123367,198084062,3,2
"Legally Blonde 2: Red, White & Blonde",2003,273447151,31652174,8.639126999617783,PASS,ok,tt0333780,ok,25000000,90639088,125339088,2003PASS,114756967,158690184,3,2
Les triplettes de Belleville,2003,27526505,2532174,10.870700433698474,PASS,ok,tt0286244,ok,2000000,7301288,14440113,2003PASS,9244066,18282439,3,2
Lost In Translation,2003,198948014,5064348,39.284033008790075,FAIL,dubious,tt0335266,dubious-disagree,4000000,44585453,112550685,2003FAIL,56449060,142498954,3,2
Love Actually,2003,389246003,56973913,6.832004026123324,PASS,ok,tt0314331,ok-disagree,45000000,59472278,247967903,2003PASS,75297075,313948928,3,2
Master and Commander: The Far Side of the World,2003,388484252,170921739,2.2728779514699413,FAIL,nowomen,tt0311113,nowomen,135000000,93926386,212912137,2003FAIL,118918972,269565280,3,2
Mona Lisa Smile,2003,259558296,82295652,3.153973383672809,PASS,ok,tt0304415,ok,65000000,63803100,141205169,2003PASS,80780273,178778023,3,2
Monster,2003,117078737,6330435,18.49458007230151,PASS,ok,tt0340855,ok,5000000,34469210,58003694,2003PASS,43641017,73437720,3,2
Mystic River,2003,312685980,37982609,8.232346019200524,PASS,ok,tt0327056,ok,30000000,90135191,156835191,2003PASS,114118990,198566990,3,2
Peter Pan,2003,181902935,126608696,1.4367333425501831,PASS,ok,tt0316396,ok,100000000,48417850,95255485,2003PASS,61301208,120601727,3,2
Pirates of the Caribbean: The Curse of the Black Pearl,2003,1190584275,158260870,7.522922596090872,FAIL,men,tt0325980,men-disagree,125000000,305411224,634954103,2003FAIL,386677167,803907108,3,2
Pride and Prejudice,2003,201676473,35450435,5.688970332804097,PASS,ok,tt0366920,ok,28000000,38372662,120918508,2003PASS,48583127,153093346,3,2
S.W.A.T.,2003,410253125,88626087,4.629033492136463,PASS,ok,tt0257076,ok,70000000,116877597,207154748,2003PASS,147977201,262275924,3,2
Scary Movie 3,2003,335766365,56973913,5.893335165516892,PASS,ok,tt0306047,ok,45000000,110000082,155200000,2003PASS,139269669,196496696,3,2
Secondhand Lions,2003,113914281,37982609,2.999116806325758,FAIL,notalk,tt0327137,notalk,30000000,42070939,47902566,2003FAIL,53265467,60648814,3,2
Shanghai Knights,2003,188377350,63304348,2.975741097594118,FAIL,notalk,tt0300471,notalk,50000000,60470220,88316835,2003FAIL,76560557,111816793,3,2
Shattered Glass,2003,6508565,7596522,0.8567822221800977,FAIL,men,tt0323944,men,6000000,2207975,2932719,2003FAIL,2795488,3713077,3,2
Sinbad: Legend of the Seven Seas,2003,135789517,75965217,1.7875222682507443,FAIL,men,tt0165982,men,60000000,26483452,80767884,2003FAIL,33530353,102259164,3,2
Something's Gotta Give,2003,495509065,101286957,4.892131027295054,FAIL,dubious,tt0337741,dubious,80000000,124685242,266685242,2003FAIL,157862359,337646706,3,2
Spy Kids 3-D: Game Over,2003,354013899,50643478,6.990315692772917,PASS,ok,tt0338459,ok,40000000,111760631,167851995,2003PASS,141498677,212515222,3,2
Swimming Pool,2003,41238264,9875478,4.175824603123008,PASS,ok,tt0324133,ok,7800000,10130108,22441323,2003PASS,12825598,28412666,3,2
Terminator 3: Rise of the Machines,2003,738656137,215234783,3.4318622980189963,PASS,ok,tt0181852,ok,170000000,150358296,433058296,2003PASS,190366677,548289460,3,2
The Core,2003,133247917,107617391,1.2381634210032093,PASS,ok,tt0298814,ok,85000000,31111260,74132631,2003PASS,39389560,93858357,3,2
The Italian Job,2003,357528841,75965217,4.7064808753195555,FAIL,notalk,tt0317740,notalk-disagree,60000000,106126012,176262839,2003FAIL,134364760,223164081,3,2
The Jungle Book 2,2003,232460125,25321739,9.180259104637324,FAIL,nowomen,tt0283426,nowomen-disagree,20000000,47901582,135703599,2003FAIL,60647568,171812557,3,2
The Last Samurai,2003,719037561,177252174,4.056579644546419,FAIL,nowomen,tt0325710,nowomen,140000000,111110575,456810575,2003FAIL,140675650,578361911,3,2
The League of Extraordinary Gentlemen,2003,311116065,98754783,3.150389839852111,FAIL,nowomen,tt0311429,nowomen,78000000,66465204,179265204,2003FAIL,84150728,226965337,3,2
The Lord of the Rings: The Return of the King,2003,1923508397,119012174,16.162282666981614,FAIL,notalk,tt0167260,notalk,94000000,377845905,1141408667,2003FAIL,478385772,1445122625,3,2
The Matrix Reloaded,2003,1291574069,160793043,8.032524572596092,PASS,ok,tt0234215,ok-disagree,127000000,281553689,738576929,2003PASS,356471453,935102616,3,2
The Matrix Revolutions,2003,713464711,139269565,5.122904713603435,PASS,ok,tt0242653,ok-disagree,110000000,139259759,424259759,2003PASS,176314964,537149747,3,2
The Missing,2003,82490338,82295652,1.0023656899880933,PASS,ok,tt0338188,ok,65000000,26900336,38253433,2003PASS,34058165,48432173,3,2
The School of Rock,2003,268945171,25321739,10.621117728130757,FAIL,dubious,tt0332379,dubious,20000000,81261177,131161177,2003FAIL,102883716,166061455,3,2
Thirteen,2003,17860739,2532174,7.053519623848914,PASS,ok,tt0328538,ok,2000000,4601043,9505996,2003PASS,5825321,12035418,3,2
Timeline,2003,58472863,101286957,0.5772990395989486,FAIL,notalk,tt0300556,notalk,80000000,19480739,26703184,2003FAIL,24664310,33808553,3,2
Undead,2003,342408,949565,0.36059458804821154,PASS,ok,tt0339840,ok,750000,41196,229250,2003PASS,52158,290250,3,2
Underworld,2003,186974642,27853913,6.712688518844731,FAIL,dubious,tt0320691,dubious,22000000,51970690,95708457,2003FAIL,65799413,121175229,3,2
Wrong Turn,2003,55793068,12660870,4.406732554713854,PASS,ok,tt0295700,ok,10000000,15417771,28649556,2003PASS,19520239,36272829,3,2
X2 (X-Men 2),2003,788343278,158260870,4.981289929721731,PASS,ok,tt0290334,ok-disagree,125000000,214949694,407711549,2003PASS,272145004,516198274,3,2
25th Hour,2002,49772552,5828306,8.539797327044942,FAIL,men,tt0307901,men,4500000,13084595,25344490,2002FAIL,16946895,32825657,3,2
28 Days Later...,2002,165809553,10361434,16.002568080827423,PASS,ok,tt0289043,ok,8000000,45064915,82955633,2002PASS,58367141,107442412,3,2
8 femmes,2002,58869587,10361434,5.681606136756746,PASS,ok,tt0283832,ok-disagree,8000000,3076425,42376425,2002PASS,3984522,54885065,3,2
8 Mile,2002,465808809,53102348,8.771906074661707,FAIL,notalk,tt0298203,notalk,41000000,116724075,242924075,2002FAIL,151178596,314630213,3,2
About Schmidt,2002,221253786,38855376,5.694290180077012,FAIL,notalk,tt0257360,notalk,30000000,65005217,105823486,2002FAIL,84193406,137060380,3,2
Adaptation,2002,58279230,23960815,2.432272441484148,FAIL,dubious,tt0268126,dubious,18500000,22498520,22498520,2002FAIL,29139615,29139615,3,2
All or Nothing,2002,477286,11656613,0.04094551307485288,PASS,ok,tt0286261,ok,9000000,184255,184255,2002PASS,238643,238643,3,2
Antwone Fisher,2002,57565187,16189740,3.5556585220022066,FAIL,notalk,tt0168786,notalk,12500000,21078145,23367586,2002FAIL,27299975,30265212,3,2
Austin Powers in Goldmember,2002,655174715,81596291,8.02946686633097,FAIL,notalk,tt0295178,notalk,63000000,213117789,292738626,2002FAIL,276025731,379148984,3,2
Bend It Like Beckham,2002,141529189,7253004,19.5131822621358,PASS,ok,tt0286499,ok,5600000,32543449,76730377,2002PASS,42149599,99379590,3,2
Blade II,2002,305682356,69939678,4.370657182608133,FAIL,notalk,tt0187738,notalk,54000000,81676888,154338601,2002FAIL,105786208,199896148,3,2
Blue Crush,2002,118815649,38855376,3.0578947170656643,PASS,ok,tt0300532,ok,30000000,40118420,51618420,2002PASS,51960544,66855105,3,2
Cabin Fever,2002,66714489,1942769,34.33989784683614,PASS,ok,tt0303816,ok,1500000,21158188,30351664,2002PASS,27403645,39310844,3,2
Carrie,2002,155768974,38855376,4.008942649274582,PASS,ok,tt0319970,ok,30000000,35266619,85001659,2002PASS,45676592,110092382,3,2
Catch Me If You Can,2002,667941536,67349319,9.917569263024026,FAIL,notalk,tt0264464,notalk-disagree,52000000,164606800,351106800,2002FAIL,213195306,454746230,3,2
Chicago,2002,619581404,38855376,15.945834728249702,PASS,ok,tt0299658,ok,30000000,170687518,307687518,2002PASS,221070926,398510478,3,2
Crossroads,2002,121991204,15542151,7.849055384933527,PASS,ok,tt0275022,ok,12000000,37188667,57000000,2002PASS,48165989,73825215,3,2
Death to Smoochy,2002,21668189,64758961,0.3345975393274145,FAIL,men,tt0266452,men,50000000,8355815,8374062,2002FAIL,10822278,10845911,3,2
Die Another Day,2002,767891394,183915449,4.175241384969242,FAIL,men,tt0246460,men-disagree,142000000,160942139,431942139,2002FAIL,208448913,559442481,3,2
Drumline,2002,146091454,25903584,5.639816250909527,FAIL,notalk,tt0303933,notalk,20000000,56398162,56398162,2002FAIL,73045727,73045727,3,2
Equilibrium,2002,8465145,25903584,0.32679435401680323,FAIL,notalk,tt0238380,notalk,20000000,1190018,5345869,2002FAIL,1541287,6923858,3,2
Far from Heaven,2002,58192095,17484919,3.3281306593413444,PASS,ok,tt0297884,ok,13500000,15901849,29027914,2002PASS,20595744,37596351,3,2
Frida,2002,105681022,15542151,6.799639380675171,FAIL,men,tt0120679,men-disagree,12000000,25885000,55710675,2002FAIL,33525714,72155308,3,2
Funny Ha Ha,2002,199638,38855,5.1380259940805555,PASS,ok,tt0327753,ok,30000,77070,77070,2002PASS,99819,99819,3,2
Gangs of New York,2002,347277051,125632384,2.7642319594922276,FAIL,notalk,tt0217505,notalk,97000000,77730500,190400000,2002FAIL,100674928,246602123,3,2
Gerry,2002,659720,9066255,0.07276653921602691,FAIL,nowomen,tt0302674,nowomen,7000000,254683,254683,2002FAIL,329860,329860,3,2
Harry Potter and the Chamber of Secrets,2002,1477757410,129517922,11.409675102724394,PASS,ok,tt0295297,ok-disagree,100000000,261987880,878979634,2002PASS,339321257,1138436153,3,2
High Crimes,2002,136413853,54397527,2.5077215918289815,PASS,ok,tt0257756,ok,42000000,41543207,63781100,2002PASS,53805898,82607955,3,2
I Spy,2002,121540860,90662545,1.3405851335852088,FAIL,notalk,tt0297181,notalk,70000000,33561137,60279822,2002FAIL,43467687,78073173,3,2
Ice Age,2002,728543163,84186649,8.653903815556312,FAIL,nowomen,tt0268380,nowomen,65000000,176387405,386116343,2002FAIL,228453301,500089862,3,2
Igby Goes Down,2002,12375346,11656613,1.0616588197617953,FAIL,men,tt0280760,men,9000000,4777465,4777465,2002FAIL,6187673,6187673,3,2
Insomnia,2002,234279374,59578244,3.9322974003731965,FAIL,notalk,tt0278504,notalk,46000000,67263182,113622499,2002FAIL,87117875,147161499,3,2
Lilo and Stitch,2002,507155303,103614337,4.894644097370425,PASS,ok,tt0275847,ok-disagree,80000000,145771527,245800000,2002PASS,188800252,318355051,3,2
Maid in Manhattan,2002,333859788,71234857,4.686747500595109,PASS,ok,tt0252076,ok,55000000,93932896,163838217,2002PASS,121659935,212199853,3,2
May,2002,832643,2266564,0.36735913920807,PASS,ok,tt0303361,ok,1750000,145540,497339,2002PASS,188500,644143,3,2
Men in Black II,2002,818794953,181325090,4.515618621780361,FAIL,notalk,tt0120912,notalk,140000000,190418803,441767803,2002FAIL,246626476,572168477,3,2
Minority Report,2002,635737978,132108280,4.812249300346655,FAIL,notalk,tt0181689,notalk-disagree,102000000,132024714,358824714,2002FAIL,170995666,464742312,3,2
Mr Deeds,2002,385397396,64758961,5.951259718326858,FAIL,men,tt0280590,men,50000000,126293452,171269535,2002FAIL,163572654,221824742,3,2
My Big Fat Greek Wedding,2002,768922942,6475896,118.73614739952588,PASS,ok,tt0259446,ok,5000000,241438208,352242522,2002PASS,312705749,456217193,3,2
Panic Room,2002,377695933,62168602,6.075348662336014,PASS,ok,tt0258000,ok,48000000,95308367,196308367,2002PASS,123441416,254254517,3,2
Phone Booth,2002,187028218,14246971,13.12757764439894,FAIL,notalk,tt0183649,notalk,11000000,46566212,97837138,2002FAIL,60311590,126716628,3,2
Queen of the Damned,2002,78508076,45331273,1.7318745052670372,PASS,ok,tt0238546,ok,35000000,30307804,30307804,2002PASS,39254038,39254038,3,2
Rabbit-Proof Fence,2002,29875288,9066255,3.295218146853359,PASS,ok,tt0252444,ok,7000000,6199600,16866928,2002PASS,8029593,21845695,3,2
Real Women Have Curves,2002,15161870,3885538,3.9021288686405846,PASS,ok,tt0296166,ok,3000000,5853194,5853194,2002PASS,7580935,7580935,3,2
Red Dragon,2002,387790697,101023979,3.8386005069152938,FAIL,notalk,tt0289765,notalk,78000000,92955420,206455420,2002FAIL,120393928,267396769,3,2
Reign of Fire,2002,162172194,77710753,2.0868694194740334,FAIL,notalk,tt0253556,notalk,60000000,43061982,82150183,2002FAIL,55772984,106399210,3,2
Resident Evil,2002,186385498,45331273,4.111631676436707,PASS,ok,tt0120804,ok,35000000,40119709,103787401,2002PASS,51962213,134423285,3,2
Scooby-Doo,2002,556393874,108795054,5.114146769944155,PASS,ok,tt0267913,ok,84000000,153294164,276294164,2002PASS,198543415,357850459,3,2
Signs,2002,824033660,91572563,8.998696039554993,FAIL,notalk,tt0286106,notalk,70702619,227965690,408265690,2002FAIL,295256424,528777236,3,2
Snow Dogs,2002,256508586,41445735,6.189022489286292,FAIL,notalk,tt0281373,notalk,32000000,81150692,116898028,2002FAIL,105104690,151403896,3,2
Solaris,2002,38777764,60873423,0.6370228925684038,FAIL,notalk,tt0307479,notalk,47000000,14970038,14970038,2002FAIL,19388882,19388882,3,2
Spider-Man,2002,1586946504,180029911,8.81490467436825,FAIL,notalk,tt0145487,notalk,139000000,403706375,821565375,2002FAIL,522872106,1064074398,3,2
Spirit: Stallion of the Cimarron,2002,232783364,103614337,2.2466327608697627,FAIL,nowomen,tt0166813,nowomen-disagree,80000000,73215310,106515310,2002FAIL,94826948,137956416,3,2
Spun,2002,1855850,5828306,0.31842013785823875,PASS,ok,tt0283003,ok,4500000,410241,1022649,2002PASS,531336,1324514,3,2
Spy Kids 2: Island of Lost Dreams,2002,266246872,49216810,5.40967348351102,PASS,ok,tt0287717,ok,38000000,85846296,119721296,2002PASS,111186338,155060534,3,2
Star Trek: Nemesis,2002,143204385,77710753,1.842787252363904,FAIL,notalk,tt0253754,notalk,60000000,43254409,67312826,2002FAIL,56022212,87182173,3,2
Star Wars: Episode II - Attack of the Clones,2002,1252920568,148945610,8.4119335104942,FAIL,dubious,tt0121765,dubious-disagree,115000000,310676740,656695615,2002FAIL,402382056,850538512,3,2
The Adventures of Pluto Nash,2002,14902458,129517922,0.11506097202516884,FAIL,men,tt0180052,men,100000000,4411102,7094995,2002FAIL,5713168,9189290,3,2
The Banger Sisters,2002,88555935,12951792,6.837349997591067,PASS,ok,tt0280460,ok,10000000,30306281,38067218,2002PASS,39252065,49303870,3,2
The Bourne Identity,2002,433585799,77710753,5.579482661813867,FAIL,notalk,tt0258463,notalk,60000000,121468960,213300000,2002FAIL,157324072,276261727,3,2
The Dangerous Lives of Altar Boys,2002,4608984,15542151,0.29654736979456703,FAIL,notalk,tt0238924,notalk,12000000,1779284,1779284,2002FAIL,2304492,2304492,3,2
The Good Girl,2002,39987907,10361434,3.859302389997369,PASS,ok,tt0279113,ok,8000000,14018296,16856124,2002PASS,18156206,21831701,3,2
The Hours,2002,179649726,32379480,5.548258526696538,PASS,ok,tt0274558,ok,25000000,41675994,97030468,2002PASS,53977881,125671845,3,2
The Importance of Being Earnest,2002,21702388,19427688,1.1170854710040639,PASS,ok,tt0278500,ok,15000000,8378141,8378141,2002PASS,10851194,10851194,3,2
The Lord of the Rings: The Two Towers,2002,1644356900,121746846,13.506361388614536,FAIL,notalk,tt0167261,notalk-disagree,94000000,342548984,927048984,2002FAIL,443662324,1200694576,3,2
The Powerpuff Girls,2002,36054351,32379480,1.1134938238662264,PASS,ok,tt0289408,ok,25000000,11411644,16425701,2002PASS,14780124,21274227,3,2
The Quiet American,2002,50946975,25903584,1.9667925102564958,FAIL,men,tt0258068,men,20000000,12987647,26348203,2002FAIL,16821330,34125645,3,2
The Ring,2002,488687321,62168602,7.860677339985866,PASS,ok,tt0298130,ok,48000000,129094024,248218486,2002PASS,167199897,321487424,3,2
The Rules of Attraction,2002,23733928,5180717,4.581205265603197,FAIL,dubious,tt0292644,dubious,4000000,6525762,11799060,2002FAIL,8452031,15281897,3,2
The Santa Clause 2,2002,404162886,84186649,4.800795503809636,FAIL,notalk,tt0304669,notalk,65000000,139225854,172825854,2002FAIL,180322432,223840454,3,2
The Sweetest Thing,2002,89449886,55692706,1.6061328749226156,PASS,ok,tt0253867,ok,43000000,24430272,44633441,2002PASS,31641581,57808305,3,2
The Transporter,2002,89659272,27198764,3.296446559115701,FAIL,nowomen,tt0293662,nowomen,21000000,25296447,43928932,2002FAIL,32763432,56895840,3,2
The Tuxedo,2002,200773016,77710753,2.5835937531064714,FAIL,nowomen,tt0290095,nowomen,60000000,50586000,104429625,2002FAIL,65517936,135255080,3,2
Treasure Planet,2002,168270401,129517922,1.299205533887426,FAIL,notalk,tt0133240,notalk,100000000,38120554,91800000,2002FAIL,49372949,118897452,3,2
Tuck Everlasting,2002,49872966,19427688,2.5671076249525933,PASS,ok,tt0283084,ok,15000000,19161999,19344615,2002PASS,24818223,25054743,3,2
Two Weeks Notice,2002,378708106,77710753,4.873303775604902,PASS,ok,tt0313737,ok,60000000,93354918,199043309,2002PASS,120911349,257796757,3,2
We Were Soldiers,2002,249682652,90662545,2.753977974035474,PASS,ok,tt0277434,ok,70000000,78120196,114658262,2002PASS,101179654,148502998,3,2
